ts_unix_ns,ticker,samples,latency_ns
1777428385237337417,39,512,149267
1777428385237512281,40,512,147070
1777428385237682401,41,512,143322
1777428385237864771,42,512,156157
1777428385238037337,43,512,144305
1777428385238216916,44,512,152606
1777428385238396329,45,512,147708
1777428385238565501,46,512,142528
1777428385238741323,47,512,149018
1777428385238914314,48,512,143618
1777428385239083957,49,512,142428
1777428385239262076,50,512,147832
1777428385239424823,51,512,137441
1777428385239599620,52,512,145486
1777428385239783714,53,512,155622
1777428385239963709,54,512,149024
1777428385240140915,55,512,146758
1777428385240330757,56,512,160074
1777428385240506298,57,512,147215
1777428385240679053,58,512,145852
1777428385240860905,59,512,155956
1777428385241035542,60,512,145605
1777428385241215451,61,512,151324
1777428385241395413,62,512,146995
1777428385241567906,63,512,144148
1777428385241741990,64,512,145590
1777428385241917834,65,512,144617
1777428385242089794,66,512,142718
1777428385242272769,67,512,152437
1777428385242447885,68,512,145287
1777428385242619331,69,512,143523
1777428385242797932,70,512,151099
1777428385242974056,71,512,145465
1777428385243143569,72,512,141658
1777428385243329544,73,512,156501
1777428385243494730,74,512,136248
1777428385243667411,75,512,149340
1777428385243879519,76,512,181016
1777428385244068718,77,512,154677
1777428385244253671,78,512,155679
1777428385244430996,79,512,147845
1777428385244600372,80,512,141999
1777428385244775970,81,512,148798
1777428385244949428,82,512,144942
1777428385245121462,83,512,143224
1777428385245306525,84,512,156214
1777428385245484011,85,512,148035
1777428385245652788,86,512,142105
1777428385245826900,87,512,147932
1777428385246000147,88,512,144717
1777428385246166553,89,512,139237
1777428385246357178,90,512,150503
1777428385246527744,91,512,143051
1777428385246693459,92,512,139264
1777428385246875001,93,512,149412
1777428385247045529,94,512,143188
1777428385247224879,95,512,152645
1777428385247406713,96,512,149643
1777428385247578101,97,512,143418
1777428385247755101,98,512,149780
1777428385247927875,99,512,142572
1777428397230888023,0,512,300389
1777428397231148801,1,512,168261
1777428397231355043,2,512,161696
1777428397231532369,3,512,148316
1777428397231719848,4,512,157964
1777428397231906107,5,512,156090
1777428397232094452,6,512,158019
1777428397232294399,7,512,167120
1777428397232476651,8,512,151330
1777428397232644138,9,512,140607
1777428397232822657,10,512,149705
1777428397232998081,11,512,146696
1777428397233167195,12,512,140417
1777428397233355237,13,512,147078
1777428397233527134,14,512,142082
1777428397233697588,15,512,142723
1777428397233880761,16,512,148228
1777428397234053205,17,512,142972
1777428397234240077,18,512,156269
1777428397234417296,19,512,146913
1777428397234590242,20,512,141558
1777428397234771052,21,512,154354
1777428397234948302,22,512,148382
1777428397235120030,23,512,143084
1777428397235306482,24,512,156944
1777428397235485239,25,512,149271
1777428397235653382,26,512,141017
1777428397235828214,27,512,148519
1777428397235994887,28,512,137707
1777428397236163302,29,512,144036
1777428397236395399,30,512,184896
1777428397236590542,31,512,160017
1777428397236765004,32,512,147790
1777428397236940929,33,512,146930
1777428397237109907,34,512,141828
1777428397237293857,35,512,154787
1777428397237469679,36,512,147952
1777428397237637866,37,512,142133
1777428397237815166,38,512,150867
1777428397237991200,39,512,147852
1777428397238158942,40,512,141074
1777428397238346642,41,512,149247
1777428397238520565,42,512,146317
1777428397238687273,43,512,140524
1777428397238869742,44,512,150819
1777428397239040558,45,512,142680
1777428397239218940,46,512,152191
1777428397239399097,47,512,148251
1777428397239570740,48,512,143751
1777428397239747572,49,512,150181
1777428397239923300,50,512,146103
1777428397240094685,51,512,144815
1777428397240269747,52,512,145523
1777428397240429295,53,512,132475
1777428397240590125,54,512,136153
1777428397240790726,55,512,161899
1777428397240978325,56,512,155182
1777428397241155705,57,512,146742
1777428397241339841,58,512,145156
1777428397241515128,59,512,145122
1777428397241685190,60,512,141985
1777428397241867593,61,512,154388
1777428397242036667,62,512,140489
1777428397242216180,63,512,151749
1777428397242394803,64,512,146128
1777428397242564063,65,512,141163
1777428397242737889,66,512,145898
1777428397242913465,67,512,145965
1777428397243087549,68,512,146632
1777428397243273860,69,512,157408
1777428397243448867,70,512,145757
1777428397243621747,71,512,145989
1777428397243800836,72,512,152845
1777428397243975739,73,512,144796
1777428397244143029,74,512,139817
1777428397244332723,75,512,161162
1777428397244504604,76,512,142906
1777428397244670504,77,512,139132
1777428397244831713,78,512,137957
1777428397245037413,79,512,171834
1777428397245236750,80,512,167606
1777428397245419041,81,512,151339
1777428397245592642,82,512,144083
1777428397245771103,83,512,152063
1777428397245950712,84,512,150126
1777428397246120509,85,512,141767
1777428397246303187,86,512,153675
1777428397246480111,87,512,147783
1777428397246649160,88,512,142324
1777428397246823121,89,512,147300
1777428397246995050,90,512,144053
1777428397247165716,91,512,143637
1777428397247357529,92,512,152864
1777428397247531036,93,512,145062
1777428397247699497,94,512,142037
1777428397247884293,95,512,151917
1777428397248054243,96,512,142081
1777428397248232574,97,512,149930
1777428397248406931,98,512,144867
1777428397248576878,99,512,141984
1777428409231307211,0,512,293777
1777428409231551380,1,512,157259
1777428409231756811,2,512,174795
1777428409231949484,3,512,161490
